id,brand,primaryCategories,colors,ean / upc,manufacturer,name,prices.amountMax,prices.amountMin,prices.availability,prices.currency,prices.size,color 1,color 2,color 3,color 4,color 5,color 6,category 1,category 2,category 3,category 4,category 5,category 6,category 7
AWo-DrFJAGTnQPR7sQRu,Skechers,Shoes,BLACK SILVER,192000000000,,"Women's Skechers, Vinyasa Caviar Sandals",14.98,14.98,FALSE,USD,5 M,BLACK,SILVER,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DrNcJbEilcB6NjLM,Naturalizer,Shoes,Black Smooth,728000000000,,Womens Becky Closed Toe Casual Platform Sandals,55.2,55.2,FALSE,USD,8,Black,Smooth,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DsrL0U_gzG0hgCt_,Madden Girl,Shoes,Silver,882946000000,,Madden Girl Womens Bangg Faux Suede Block Heel Dress Sandals,17.99,17.99,TRUE,USD,5 Medium BM,Silver,,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DTAvAGTnQPR7sQQg,I35,Shoes,champagne,636189000000,,"Womens I35 Fayena Ankle Strap Closed Heel Ballet Flats, Jade, 6 US",60.42,60.42,TRUE,USD,9,champagne,,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DtjxJbEilcB6NjLV,Pleaser,Shoes,Clear/Clear,885487000000,,Women's Pleaser Stardust 708,85.95,85.95,TRUE,USD,9,Clear,Clear,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DUH8M263mwCq7Dyj,De Blossom,Shoes,Gap-28 Silver,708702000000,,De Blossom Gap-28 Bridal Formal Evening Party Ankle Strap High Heel Peep Toe Glitter Sandal,64.95,64.95,FALSE,USD,9 BM US,Gap-28,Silver,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DuJoM263mwCq7Dz8,Pleaser,Shoes,Black Patent/Rose Gold Chrome,885488000000,,Women's Pleaser Kiss 209,53.95,53.95,TRUE,USD,8,Black,Patent,Rose,Gold,Chrome,,Womens Shoes,Clothing,All Womens Shoes,Shoes,,,
AWo-DvjUJbEilcB6NjLc,Pleaser,Shoes,Black Patent/Neon Multi,885488000000,,Women's Pleaser Rainbow 209UV Ankle Strap,53.95,53.95,FALSE,USD,5,Black,Patent,Neon,Multi,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DVOzJbEilcB6NjKF,Pleaser,Shoes,Clear Synthetic/Cream,885000000000,,"Kiss-208, 6'' Spike Heel Platform Sandal",39.95,39.95,TRUE,USD,10,Clear,Synthetic,Cream,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
AWo-DvPyAGTnQPR7sQSB,Pleaser,Shoes,Clear/Black,885000000000,,Women's Pleaser Stardust 708,83.95,83.95,FALSE,USD,10,Clear,Black,,,,,Clothing,Shoes,Womens Shoes,All Womens Shoes,,,
